Protocol,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Tot,Fwd IAT Std,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Seg Size Min,Active Std,Active Max,Active Min,Idle Std,Idle Min,Benign,Bot,Brute Force -Web,Brute Force -XSS,DDOS attack-HOIC,DDOS attack-LOIC-UDP,DoS attacks-GoldenEye,DoS attacks-Hulk,DoS attacks-SlowHTTPTest,DoS attacks-Slowloris,DoS attacks-SynFlood,FTP-BruteForce,Infilteration,SQL Injection,SSH-Bruteforce
6,1581,677,0,143.0,0,225.8571428571,430.0986044197,1895.1960084738,102703.285714286,251449.924813127,1437846,388078.537796091,542,1369204,363235.079249054,968741,68482,0,0,0,0,5.56387819,4.8683934163,319.402717323,0,0,0,1,0,0,0,0,181.6666666667,143.0,225.8571428571,0,0,0,0,0,0,8,8192,62856,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1731,725,0,102.7857142857,0,216.375,405.4647906151,808.2324466318,186768.523809524,261510.79497979,3922139,358449.33466949,4,3892588,347242.702572231,953137,107363,0,0,0,0,3.5694808369,2.0397033353,278.9256421235,0,0,1,1,0,0,0,0,144.0909090909,102.7857142857,216.375,0,0,0,0,0,0,14,8192,62561,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,86159186.0,0.0,86159186,0.0,86159186,0,0.0,0,0,0,0,0,0,0.023212847,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,62559,-1,20,0.0,0,0,0.0,86159186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7906,229,0,54.6,0,527.0666666667,682.2134633117,74.2042609337,4054512.03448276,15047720.0651026,117580849,21175772.2763542,64,117519182,21206525.4596838,58785768,1,0,0,0,0,0.1275717953,0.1275717953,527.9309196419,0,0,0,1,0,0,0,1,290.8333333333,54.6,527.0666666667,0,0,0,0,0,0,15,8192,64,20,447492.526473907,696094,63244,471238.586399713,58046681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1731,725,0,102.8571428571,0,216.375,405.4647906151,644.1340936458,234423.238095238,244810.66523334,4922888,331753.542767666,34202,4699563,282073.061315934,972546,238941,0,0,0,0,2.8438591331,1.6250623618,278.9101035276,0,0,1,1,0,0,0,0,144.1363636364,102.8571428571,216.375,0,0,0,0,0,0,14,8192,62645,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,86372571.0,0.0,86372571,0.0,86372571,0,0.0,0,0,0,0,0,0,0.0231554992,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,62563,-1,20,0.0,0,0,0.0,86372571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,582,103,0,52.0,0,116.4,167.0353256051,1413.7084891252,60832.9090909091,68996.6871341727,669162,53920.3622725219,1499,536484,1869.0334400433,136893,132956,0,0,0,0,10.460845057,7.4720321835,109.5332170669,0,0,0,1,0,0,0,0,78.8333333333,52.0,116.4,0,0,0,0,0,0,7,8192,259,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,231,97,0,24.25,0,57.75,115.5,54.6812939128,856913.571428571,2239955.35650095,62003,35530.7401602237,110,5998241,3462598.4838552,5997678,250,0,0,0,0,0.6668450477,0.6668450477,79.6996096463,0,0,0,1,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,8192,141,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,49.0,0.0,49,0.0,49,0,0.0,0,0,0,0,0,0,40816.3265306122,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,260,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,86120860.0,0.0,86120860,0.0,86120860,0,0.0,0,0,0,0,0,0,0.0232231773,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,62561,-1,20,0.0,0,0,0.0,86120860,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,88292078.0,0.0,88292078,0.0,88292078,0,0.0,0,0,0,0,0,0,0.0226520889,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,63325,-1,20,0.0,0,0,0.0,88292078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,149.0,0.0,149,0.0,149,0,0.0,0,0,0,0,0,0,13422.8187919463,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,256,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,32.0,0.0,32,0.0,32,0,0.0,0,0,0,0,0,0,62500.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,256,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,216,34,34,34.0,216,216.0,0.0,9996.4012955336,25009.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,39.9856051821,39.9856051821,105.0777489925,0,0,0,0,0,0,0,1,142.0,34.0,216.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,202,51,51,51.0,101,101.0,0.0,1955.7762952193,51812.3333333333,88447.2526726146,155156,0.0,155156,154222,0.0,154222,154222,0,0,0,0,12.8669493107,12.8669493107,27.3861278753,0,0,0,0,0,0,0,1,88.75,51.0,101.0,0,0,0,0,0,0,2,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,86.0,0.0,86,0.0,86,0,0.0,0,0,0,0,0,0,23255.8139534884,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,278,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,14.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,71428.5714285714,71428.5714285714,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,127,255,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,24.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,41666.6666666667,41666.6666666667,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,119,256,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1731,741,0,104.2857142857,0,216.375,405.4647906151,734.6232713274,206843.952380952,275179.930583332,4343723,370503.162918936,5,4217359,387782.239881022,1130498,107029,0,0,0,0,3.2230416166,1.8417380666,280.3960214656,0,0,1,1,0,0,0,0,145.0454545455,104.2857142857,216.375,0,0,0,0,0,0,14,8192,64000,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1731,725,0,102.7857142857,0,192.3333333333,386.0744746807,779.4811065583,184854.909090909,262177.944390902,4066808,367944.205617631,46436,4037723,377324.496542219,1110800,140622,0,0,0,0,3.4425033097,2.213037842,274.2415496168,0,0,1,1,0,0,0,0,137.8260869565,102.7857142857,192.3333333333,0,0,0,0,0,0,14,8192,62561,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,72.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,13888.8888888889,13888.8888888889,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,168,258,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,134,60,60,60.0,134,134.0,0.0,182159.624413146,1065.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,938.9671361502,938.9671361502,42.72391992,0,0,0,0,0,0,0,1,127.0,60.0,134.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1518214.5,693861.964068142,3036429,693861.964068142,1027580,0,0.0,0,0,0,0,0,0,0.9880026834,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,26883,-1,40,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,46,0,25.6666666667,0,0.0,0.0,43088.9759373251,893.5,1240.9724009824,1787,1240.9724009824,16,0,0.0,0,0,1,0,0,0,1678.7912702854,0.0,21.6852484422,0,1,0,0,1,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,255,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,231,97,0,24.25,0,57.75,115.5,63.0660441843,742985.285714286,1943081.40653522,51626,29533.5284775344,108,5200729,3002152.98436877,5200164,223,0,0,0,0,0.7690980998,0.7690980998,79.6996096463,0,0,0,1,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,8192,141,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,9273,249,0,49.8,0,1030.3333333333,661.294941762,153.4735181702,4772559.76923077,17195024.8795362,62043277,30993493.4467906,103,23045,6757.1363743929,19285,0,0,0,0,0,0.0805889089,0.1450600361,710.6437926275,0,0,0,1,0,0,0,1,680.1428571429,49.8,1030.3333333333,0,0,0,0,0,0,5,8192,237,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,338,140,0,75.8333333333,0,56.3333333333,68.2251175643,653.9941891008,110231.727272727,152819.430385727,1212480,135559.508440021,0,1212482,135478.611501226,303284,145,0,0,0,0,4.9482536376,4.9482536376,63.4100412658,0,0,0,1,0,0,0,1,66.0833333333,75.8333333333,56.3333333333,0,0,0,0,0,0,6,8192,0,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,38,0,19.0,0,0.0,0.0,904761.904761905,21.0,1.4142135624,42,0.0,42,0,0.0,0,0,1,0,0,0,47619.0476190476,23809.5238095238,21.9393102292,0,1,0,0,1,0,0,0,25.3333333333,19.0,0.0,0,0,0,0,0,0,2,176,0,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,40.0,0.0,40,0.0,40,0,0.0,0,0,0,0,0,0,50000.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,258,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,161,51,51,51.0,161,161.0,0.0,131269.349845201,1615.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,619.1950464396,619.1950464396,63.5085296109,0,0,0,0,0,0,0,1,131.5,51.0,161.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,139,40,40,40.0,139,139.0,0.0,108616.504854369,1648.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,606.7961165049,606.7961165049,57.1576766498,0,0,0,0,0,0,0,1,109.5,40.0,139.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,488,161,0,53.6666666667,0,122.0,244.0,373632.700057571,289.5,452.0335164565,1395,801.1519830844,131,535,176.5285623726,353,0,0,0,0,0,1727.115716753,2302.8209556707,173.7875858627,0,0,0,1,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,8192,149,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1581,677,0,114.8,0,225.8571428571,430.0986044197,1130.5660908886,150864.6875,246950.95100248,2413835,369917.288449541,43132,1737240,336187.22735107,953159,79157,0,0,0,0,4.1427852359,2.8999496652,305.0826578234,0,0,1,1,0,0,0,0,160.5294117647,114.8,225.8571428571,0,0,0,0,0,0,10,8192,62852,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,1,0,0.5,0,0.0,0.0,6.6221218603,151009.0,0.0,151009,0.0,151009,0,0.0,0,0,0,0,0,0,13.2442437206,0.0,0.5773502692,0,0,0,0,1,0,0,0,1.0,0.5,0.0,0,0,0,0,0,0,2,251,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1731,725,0,110.6153846154,0,192.3333333333,386.0744746807,787.2581926152,191683.952380952,245893.172327431,4025363,331094.527730638,105495,3964733,343628.732153899,958771,140621,0,0,0,0,3.2295224058,2.235823204,278.9413357226,0,0,1,1,0,0,0,0,144.0454545455,110.6153846154,192.3333333333,0,0,0,0,0,0,13,8192,62562,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,194,37,37,37.0,97,97.0,0.0,10534.5911949686,8480.0,13330.6394445278,25052,0.0,25052,24254,0.0,24254,24254,0,0,0,0,78.6163522013,78.6163522013,32.8633534503,0,0,0,0,0,0,0,1,76.25,37.0,97.0,0,0,0,0,0,0,2,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,200,44,44,44.0,100,100.0,0.0,8907.3083227662,10777.6666666667,16254.1568939559,29477,0.0,29477,32,0.0,32,32,0,0,0,0,61.856307797,61.856307797,30.6724632203,0,0,0,0,0,0,0,1,83.0,44.0,100.0,0,0,0,0,0,0,2,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,134,60,60,60.0,134,134.0,0.0,185291.308500478,1047.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,955.1098376313,955.1098376313,42.72391992,0,0,0,0,0,0,0,1,127.0,60.0,134.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,35646.3333333333,61550.739925149,106939,75426.3732423878,135,0,0.0,0,0,0,0,0,0,28.0533762238,9.3511254079,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,8192,8192,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,88124275.0,0.0,88124275,0.0,88124275,0,0.0,0,0,0,0,0,0,0.0226952222,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,63324,-1,20,0.0,0,0,0.0,88124275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,100,44,44,44.0,100,100.0,0.0,10977.2831224272,13118.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,76.2311327946,76.2311327946,32.3316150746,0,0,0,0,0,0,0,1,94.0,44.0,100.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,63,31,31,31.0,63,63.0,0.0,5258.1529339375,17877.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,55.9377971695,55.9377971695,18.4752086141,0,0,0,0,0,0,0,1,62.5,31.0,63.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,339654.8,149856.305298443,1468099,471.6402230514,733716,1468084,332.3401871577,734277,733807,0,0,0,0,1.7664993988,1.7664993988,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,3,8192,0,28,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,86185494.0,0.0,86185494,0.0,86185494,0,0.0,0,0,0,0,0,0,0.0232057613,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,62560,-1,20,0.0,0,0,0.0,86185494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,42.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,23809.5238095238,23809.5238095238,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,114,256,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,488,161,0,53.6666666667,0,122.0,244.0,836340.206185567,129.3333333333,90.7803209218,445,130.8147545195,130,517,175.1152001779,351,1,0,0,0,0,3865.9793814433,5154.6391752577,173.7875858627,0,0,0,1,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,8192,149,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,302,315,315,315.0,302,302.0,0.0,743373.493975904,830.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,1204.8192771084,1204.8192771084,7.5055534995,0,0,0,0,0,0,0,1,466.0,315.0,302.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1581,677,0,143.5,0,175.6666666667,385.5612791762,1434.7526642027,118879.375,240844.485860586,1902070,408797.808994338,35,1808604,323484.537873362,1010101,15587,0,0,0,0,4.2059440504,4.7316870567,305.0826578234,0,0,0,1,0,0,0,1,160.5294117647,143.5,175.6666666667,0,0,0,0,0,0,8,8192,62852,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,156,74,74,74.0,156,156.0,0.0,18248.1751824818,12604.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,79.3398920977,79.3398920977,47.3427220735,0,0,0,0,0,0,0,1,152.0,74.0,156.0,0,0,0,0,0,0,1,-1,-1,8,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,86153851.0,0.0,86153851,0.0,86153851,0,0.0,0,0,0,0,0,0,0.0232142844,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,62559,-1,20,0.0,0,0,0.0,86153851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1948,677,0,136.5555555556,0,177.0909090909,347.9371939145,491.9045547234,339924.736842105,606369.394064821,6458570,1649795.38581345,4,6251253,737374.272386682,2437421,51884,0,0,0,0,1.3934973222,1.7031633938,283.68559055,0,0,1,1,0,0,0,1,158.85,136.5555555556,177.0909090909,0,0,0,0,0,0,9,8192,62856,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5391,199,0,55.0,0,673.875,685.3571409961,566025.152439024,617.4117647059,990.5364114221,10496,1284.1959330431,23,8035,1911.1831787815,5235,1,0,0,0,0,952.743902439,762.1951219512,535.2713800423,0,0,0,1,0,0,0,0,330.0555555556,55.0,673.875,0,0,0,0,0,0,10,8192,110,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,110258,252,0,19.6538461538,0,1282.0697674419,457.8336402385,939.5122303757,864557.95620438,7049770.05239543,118444440,11477309.7777731,28,118344128,8945611.95775685,59238242,0,0,0,0,0,0.4390244067,0.7260788265,713.5480136635,0,0,0,1,0,0,0,1,806.3768115942,19.6538461538,1282.0697674419,0,0,0,0,0,0,52,8192,131,20,690718.874425768,1092045,115221,804823.281492279,57999081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,79.0,0.0,79,0.0,79,0,0.0,0,0,0,0,0,0,25316.4556962025,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,278,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,54888559.0,0.0,54888559,0.0,54888559,0,0.0,0,0,0,0,0,0,0.036437466,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,279,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,488,161,0,53.6666666667,0,122.0,244.0,907692.307692308,119.1666666667,67.0295954536,387,99.7020561473,123,506,147.9740968323,323,28,0,0,0,0,4195.8041958042,5594.4055944056,173.7875858627,0,0,0,1,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,8192,149,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1731,725,0,102.9285714286,0,216.375,405.4647906151,797.2297021849,189465.619047619,274261.680541682,3978778,391334.680644723,32527,3906158,383757.696269342,1162791,175577,0,0,0,0,3.5186682946,2.0106675969,278.894719961,0,0,1,1,0,0,0,0,144.1818181818,102.9285714286,216.375,0,0,0,0,0,0,14,8192,62644,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1731,725,0,102.6428571429,0,216.375,405.4647906151,772.3108990182,195332.142857143,249520.487589353,4101975,310798.533257375,20300,4055873,319607.154851524,956005,196154,0,0,0,0,3.412990084,1.950280048,278.8848275464,0,0,1,1,0,0,0,0,144.0,102.6428571429,216.375,0,0,0,0,0,0,14,8192,62563,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,729.0,0.0,729,0.0,729,0,0.0,0,0,0,0,0,0,2743.4842249657,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,255,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,55142341.0,0.0,55142341,0.0,55142341,0,0.0,0,0,0,0,0,0,0.0362697695,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,279,-1,20,0.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
